ResourceID,Address Type,Administrative Subdivision Name,Administrative Subdivision Type,Bibliographic Reference,Copyright Description,Copyright Type,Date of Creation,Date of Publication,Description,Description Type,Document,External Identifier Type,External Source,External XRef,Geometry Qualifier,Information Carrier,Information Carrier Format Type,Information Resource Type,Keyword,Language_Type,Place Address,Place Description,Primary Reference Number,Spatial Coordinates Geometry,Temporal Coverage Timespan,Title,Title Type
8b8d4c90-1498-0138-c571-740f24312a1c,Postal Address,St. Clement,Parish,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",,,2018-05-22,,,,,,,,,,,,,,"Site of unnamed farmstead, La Grande Route de St. Clement",,0200184,GEOMETRYCOLLECTION (POINT (-2.08354 49.174161)),,Site of unnamed farmstead,
46a90c60-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",,,2018-03-19,,,,,Listed building,Government of Jersey,JN0034,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Le Mourier, La Rue de L'Étocquet",,0500034,GEOMETRYCOLLECTION (POINT (-2.148465 49.250048)),,Le Mourier,
507ea830-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"Podger, A. 1962. Ship-Building in Jersey. Annual Bulletin of the Société Jersiaise, 18, 229-35. Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey.",,,,,,,,,,,,,,,,,"Site of Allen Shipbuilding Yard, La Neuve Route",,0100209,GEOMETRYCOLLECTION (POINT (-2.168159 49.190847)),,Site of Allen Shipbuilding Yard,
f1736810-1168-0138-9141-740f24312a1c,Postal Address,St. Mary,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  ",,,2020-12-03,,,,,Listed building,Government of Jersey,MY0052,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",Richmond Map,,"Pine Farm, La Rue des Landes",,0800052,GEOMETRYCOLLECTION (POINT (-2.156292 49.239823)),,Pine Farm,
46a87680-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,,,,2018-03-13,,,,,Listed building,Government of Jersey,JN0021,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Le Bourg, Les Charrières de Bonne Nuit",,0500021,GEOMETRYCOLLECTION (POINT (-2.125442 49.249419)),,Le Bourg,
2f1689a0-1168-0138-9138-740f24312a1c,Postal Address,St. Peter,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 03.08.2018) ",,,2018-08-30,,,,,,,,,,,,,,"Datestones '1761' & '1887', La Rue Varzon",,1000280,GEOMETRYCOLLECTION (POINT (-2.167169 49.215278)),,Datestones '1761' & '1887',
04aa6720-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-08-27,,,,,Listed building,Government of Jersey,HE0377,,1. Government of Jersey 2. Jersey Archive,,"1. Listing photographs, Historic Environment Resurvey 2. Report (L/A/06/F/64)",,,"1, The Parade",,0400377,GEOMETRYCOLLECTION (POINT (-2.109801 49.186019)),,1,
298dcd30-1168-0138-9135-740f24312a1c,Postal Address,St. Saviour,Parish,"Balleine, G.R. & Stevens J (ed.) 1970. The Bailiwick of Jersey. Hodder & Stroughton, London. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. Nicolle, S. 2018. What's Your Street's Story?: St Saviour’s Church and Surroundings [Unpublished talk] Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.",,,2020-01-04,,,,,Listed building,Government of Jersey,SA0074,,1. Government of Jersey 2. Société Jersiaise Photographic Archive 3. Jersey Archive ,,"1. Listing photographs, Historic Environment Resurvey 2. Photograph (SJPA/007233) 3. Photographs (F/L/W4/3-4, P/09/A/2067)",Richmond Map,,"The Old Rectory, Rectory Lane",,1100074,GEOMETRYCOLLECTION (POINT (-2.091933 49.19692)),,The Old Rectory,
04c0e6f0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",,,2019-09-30,,,,,Listed building,Government of Jersey,HE1008,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",Richmond Map,,"Abbotsmount House & Cottage, St John's Road",,0401008,GEOMETRYCOLLECTION (POINT (-2.113725 49.197156)),,Abbotsmount House & Cottage,
04de03c0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey.",,,,,,,,,,,,,,,,,"Site of Shipbuilding Yard, Victoria Avenue",,0400610,GEOMETRYCOLLECTION (POINT (-2.127412 49.19311)),,Site of Shipbuilding Yard,
5085cd90-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"Balleine, G.R. 1993. A Biographical Dictionary of Jersey. Part One. La Haule Books Ltd., Jersey. Leerson, M. & White, J. 2011. What's Your Street's Story?: Les Quennevais. [Unpublished talk] Leerson, M. & White, J. 2011. Les Quennevais. In: Romeril, L., et al. What’s Your Street’s Story? Jersey Heritage Trust, Jersey, 105-113. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.",,,2019-07-26,,,,,,,,,1. Société Jersiaise,,1. Sites and Monuments Database,Richmond Map,,"Les Ormes, La Rue Carrée",,0100349,GEOMETRYCOLLECTION (POINT (-2.200896 49.20164)),,Les Ormes,
46a94270-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,2018-03-19,,,,,Listed building,Government of Jersey,JN0039,,1. Government of Jersey 2. Jersey Archive,,"1. Listing photographs, Historic Environment Resurvey 2. Treasure Survey (L/A/06/H/3)",Richmond Map,,"Broadlands, La Grande Route de St. Jean",,0500039,GEOMETRYCOLLECTION (POINT (-2.114652 49.22626)),,Broadlands,
84f51df0-1168-0138-913b-740f24312a1c,Postal Address,Grouville,Parish,"Anthony, R. 2001. Grouville, Jersey. The History of a Country Parish. Parish of Grouville, Jersey. Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 20.12.2018)  Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.",,,2020-08-02,,,,,Listed building,Government of Jersey,GR0003,,1. Government of Jersey 2. Société Jersiaise,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database",,,"Boulivot de Bas, Le Boulivot de Bas",,0300003,GEOMETRYCOLLECTION (POINT (-2.069234 49.190203)),,Boulivot de Bas,
06496a30-116c-0138-9144-740f24312a1c,Postal Address,St. Martin,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 03.06.2019) ",,,,,,,,,,,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"La Rue, La Rue du Rue",,0700352,GEOMETRYCOLLECTION (POINT (-2.051492 49.210547)),,La Rue,
04c19670-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-09-30,,,,,Listed building,Government of Jersey,HE1026,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"Greencourt, Green Street",,0401026,GEOMETRYCOLLECTION (POINT (-2.103793 49.17913)),,Greencourt,
f1719e20-1168-0138-9141-740f24312a1c,Postal Address,St. Mary,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London. ",,,2020-12-03,,,,,Listed building,Government of Jersey,MY0013,,1. Government of Jersey 2. Société Jersiaise,,"1. Listing photographs, Historic Environment Resurvey  2. Sites and Monuments Database","Mill,Richmond Map",,"L'Ecluse, Le Chemin des Hougues",,0800013,GEOMETRYCOLLECTION (POINT (-2.15952 49.249598)),,L'Ecluse,
2990d4c0-1168-0138-9135-740f24312a1c,Postal Address,St. Saviour,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2020-02-04,,,,,Listed building,Government of Jersey,SA0167,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"1 Plaisance Terrace, La Route du Fort",,1100167,GEOMETRYCOLLECTION (POINT (-2.096946 49.179029)),,1 Plaisance Terrace,
507d24a0-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,,,,2019-07-25,,,,,Listed building,Government of Jersey,BR0167,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",Richmond Map,,"Cherry Burton, La Rue du Crocquet",,0100167,GEOMETRYCOLLECTION (POINT (-2.170246 49.188769)),,Cherry Burton,
298f5fb0-1168-0138-9135-740f24312a1c,Postal Address,St. Saviour,Parish,,,,2020-01-04,,,,,Listed building,Government of Jersey,SA0121,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"1 St Kilda Villas, Bagot Road",,1100121,GEOMETRYCOLLECTION (POINT (-2.089597 49.180221)),,1 St Kilda Villas,
29909920-1168-0138-9135-740f24312a1c,Postal Address,St. Saviour,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2020-02-04,,,,,Listed building,Government of Jersey,SA0159,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"4 Lansdowne Villas, Dicq Road",,1100159,GEOMETRYCOLLECTION (POINT (-2.095664 49.178204)),,4 Lansdowne Villas,
b386e620-149f-0138-c57a-740f24312a1c,Postal Address,Trinity,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,2018-05-18,,,,,Listed building,Government of Jersey,TR0153,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",Richmond Map,,"Le Douet, La Rue de la Garenne",,1200153,GEOMETRYCOLLECTION (POINT (-2.10244 49.216066)),,Le Douet,
04badd00-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,,,,2019-09-10,,,,,Listed building,Government of Jersey,HE0844,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"8, Charing Cross",,0400844,GEOMETRYCOLLECTION (POINT (-2.109489 49.185108)),,8,
50783880-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"Balleine, G.R. & Stevens J (ed.) 1970. The Bailiwick of Jersey. Hodder & Stroughton, London. Castledine, J. 2014. What's Your Street's Story?: Corbiere & Petit Port. [Unpublished talk] Le Feuvre, E. 2018. What's Your Street's Story?: La Moye. [Unpublished talk]",,,2019-07-23,,,,,Listed building,Government of Jersey,BR0047,,1. Government of Jersey 2. Jersey Archive 3. Jersey Heritage Social History collection  4. Jersey Heritage Art collection 5. Société Jersiaise Photographic Archive,,"1. Listing photographs, Historic Environment Resurvey 2. Photographs (sample of collection: D/Q/S4/3-4, D/Q/S4/67), Files (D/Q/N) 3. Stamps (sample of collection: JERSM/1988/00151/001, JERSM/1988/00155/002), Postcards (sample of collection: JERSM/1998/00548/001, JERSM/2001/00656/044, JERSM/2004/00087/008-10) 4. Painting (sample of collection: SJA/0000/00145, SJA/0000/00378), Print (SJA/0000/00671, SJA/0000/01893), Drawing (SJA/0000/00781) 5. Photographs (sample of collection: SJPA/000319, SJPA/000355-6)",German Occupation,,"Corbiere Lighthouse, La Rue de la Corbière",,0100047,GEOMETRYCOLLECTION (POINT (-2.250161 49.179846)),,Corbiere Lighthouse,
04b47640-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-09-02,,,,,Listed building,Government of Jersey,HE0647,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"8, Queen Street",,0400647,GEOMETRYCOLLECTION (POINT (-2.104603 49.184006)),,8,
04d06260-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-10-21,,,,,Listed building,Government of Jersey,HE1468,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",,,"6, St Mark's Road",,0401468,GEOMETRYCOLLECTION (POINT (-2.102458 49.190139)),,6,
84f4f430-1168-0138-913b-740f24312a1c,Postal Address,Grouville,Parish,"Anthony, R. 2001. Grouville, Jersey. The History of a Country Parish. Parish of Grouville, Jersey. Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 20.12.2018)  Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.",,,2020-08-02,,,,,Listed building,Government of Jersey,GR0001,,1. Government of Jersey 2. Société Jersiaise 3. Société Jersiaise Photographic Archive,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database 3. Photograph (SJPA/007865)",Richmond Map,,"Le Boulivot, La Rue du Boulivot",,0300001,GEOMETRYCOLLECTION (POINT (-2.065028 49.191063)),,Le Boulivot,
79f86fe0-19c2-0138-c5ad-740f24312a1c,Field Number,St. Martin,Parish,,,,2020-07-06,,,,,,,,,1. Société Jersiaise 2. Jersey Heritage Archaeology collection,,1. Fieldwalking card 2. Scraper (A/0003429),,,,,0700370,GEOMETRYCOLLECTION (POINT (-2.050059 49.234966)),,Scraper (tool),
af4f3ad0-7a89-0138-ef31-740f24312a1c,,St. Lawrence,Parish,,,,,,,,,,,,,,,,,,,,0600101,GEOMETRYCOLLECTION (POINT (-2.144996 49.191854)),,Axehead,
04a2b310-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Leerson, M. 2018. What's Your Street's Story?: David Place [Unpublished talk]",,,2019-08-19,,,,,Listed building,Government of Jersey,HE0174,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"26, David Place",,0400174,GEOMETRYCOLLECTION (POINT (-2.103197 49.188807)),,26,
8b8a8ec0-1498-0138-c571-740f24312a1c,Postal Address,St. Clement,Parish," Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2018-03-12,,,,,Listed building,Government of Jersey,CL0106,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Le Vallon, La Rue de Maupertuis",,0200106,GEOMETRYCOLLECTION (POINT (-2.075076 49.170216)),,Le Vallon,
5082ee90-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  Romeril, L. 2017. What's Your Street's Story?: Mont Les Vaux. [Unpublished talk]",,,2019-07-26,,,,,Listed building,Government of Jersey,BR0329,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",Richmond Map,,"Le Forgeron Cottage, Le Mont les Vaux",,0100329,GEOMETRYCOLLECTION (POINT (-2.174124 49.18818)),,Le Forgeron Cottage,
049f3840-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Quintaine, R. & Nicolle, S. 2010. What's Your Street's Story?: The Parade and Cannon Street [Unpublished talk]",,,2019-08-19,,,,,Listed building,Government of Jersey,HE0082,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"8-10, Cannon Street",,0400082,GEOMETRYCOLLECTION (POINT (-2.10885 49.187706)),,8-10,
0bf40210-116c-0138-9147-740f24312a1c,Postal Address,St. Lawrence,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 06.06.2018) Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",,,2018-06-29,,,,,Listed building,Government of Jersey,LA0073,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",Richmond Map,,"Dronfield, Le Passage",,0600073,GEOMETRYCOLLECTION (POINT (-2.148247 49.228137)),,Dronfield,
